# Rule ID 	Type 	Signature 	Tag 	Score 	Match zone
# Downloaded from https://rlinfo.nemesida-security.com/ on 29/11/2021
2409	RLx	(&#\d+;?){3,}	Evasion	12	BODY|URL|ARGS|HEADERS
2411	RLx	(&#x[2-7]\w;(.|\s){0,50}){5,}	Evasion	12	BODY|URL|ARGS|HEADERS
2413	RLx	(file|ftps?|https?)://(\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3})	Evasion	12	ARGS
2414	RLx	((merge.{0,100}?using\s*?\()|(execute\s*?immediate\s*?[\"'`])|(match\s*?[\w(),+-]+\s*?against\s*?\())	RCE	8	ARGS|Cookie
2415	RL	data:image	Evasion	12	URL
2416	RLx	\W(un)?hex\W*\(	Evasion	12	BODY|URL|ARGS|HEADERS
2700	RL	.exec(	Other	12	BODY|ARGS|Content-Type
2702	RL	/invoker/ejbinvokerservlet	Other	12	BODY|URL
2703	RL	service:wanipconnection:	Other	12	BODY
2704	RL	/struts2-blank/	Other	12	URL
2705	RLx	<[\s\+]*![\s\+]*ENTITY[\s\+]+%*[\s\+]*[a-zA-Z1-9_-]*[\s\+]+SYSTEM	Other	12	BODY
2706	RLx	multipart/form-data;\s*boundary=[a-zA-Z0-9_-]{4000,}	Other	12	Content-Type
2707	RL	java.beans.eventhandler	Other	12	BODY|ARGS
2708	RL	java.lang.	Other	12	BODY|ARGS
2709	RL	typo3_conf	Other	12	ARGS
2711	RLx	\(\s{0,250}\)\s{0,250}\{\s{0,250}\:	Other	12	BODY|ARGS|HEADERS
2712	RL	name[0%20	Other	12	BODY
2716	RLx	script_fields.{0,250}import.{0,250}java\.util	Other	12	BODY|ARGS
2717	RL	java.io.	Other	12	BODY|ARGS
2718	RL	java.util.	Other	12	BODY|ARGS
2719	RL	fill 'url	Other	12	BODY|URL|ARGS
2720	RL	$mft	Other	8	BODY|ARGS
2721	RLx	\.\./|php	Other	12	ARGS|$URL:/components/com_hdflvplayer/hdflvplayer/download.php
2722	RL	.ph	Other	12	$URL:/uploader/server/php/
2723	RL	swp_url=http	Other	12	ARGS|$URL:/wp-admin/admin-post.php
2725	RL	system.listmethods	Other	12	$URL:/xmlrpc.php|BODY
2726	RL	system.getcapabilities	Other	12	$URL:/xmlrpc.php|BODY
2727	RL	pingback.ping	UWA	12	$URL:/xmlrpc.php|BODY
2728	RLx	['"`)][\s\+]*(OR|AND|\|\||\&\&)(\s+NOT)?[\s\+]+(.{1,25})[\s\+]*([\!\<\>]?\=|\<|\>)[\s\+]*(.{1,25})	SQLi	12	BODY|URL|ARGS|User-agent
2729	RLx	\W((var)?char|chr)\W*=\W*["']	SQLi	12	BODY|URL|ARGS|HEADERS
2730	RLx	\Wname_const\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2731	WL	%C0	WL	0	Cookie
2732	WL	%EF	WL	0	Cookie
2733	RLx	\.([~-][\w]?|\$+)($|\s|\:)	UWA	12	URL
2734	RLx	\w=\/(etc|usr|var|bin|sbin|lib|lib64|run|sys|dev|root|home|opt|srv|mnt)\/	Other	12	BODY|ARGS
2735	RLx	\Wdraggable(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2736	WLx	FBCR\/(\&\#\d+\-)+	WL	0	User-agent
2737	RLx	filename\s*=\s*.+\.(php|pht|py|js|rb|pl|pm|cgi|aspx)	Other	12	Content-Disposition
2738	RLx	\Wxbshell\W	Other	12	BODY|URL|ARGS|HEADERS
2739	RLx	\Wunion(\s|\+)+(all(\s|\+)+)?select\W	SQLi	12	BODY|URL|ARGS|HEADERS
2740	RL	deployment-config.json	UWA	12	URL
2741	RL	ftpsync.settings	UWA	12	URL
2742	RLx	\Wconvert\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2743	RLx	\W(md5|crc32|sha1|hash|crypt)\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2744	RLx	\WHashBytes\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2745	RLx	\Wextractvalue\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2746	RLx	waitfor(\s|\+)+delay\W	SQLi	12	BODY|URL|ARGS|HEADERS
2747	RLx	img(\s|\+)*src=\"?(https?\:\/\/)?[\w|\.|\-|\/]+\.(txt|php|py|cgi|asp)	RFI	12	BODY
2748	RL	eval-stdin.php	UWA	12	URL
2749	RLx	\s(OR|\|\||AND|\&\&)(\s*not)?\s*(['")]\w*['"(]|\w*)\s*[!]?=\s*(['")]\w*['"(]|\w*)\s*\-\-	SQLi	12	BODY|URL|ARGS|User-agent
2750	RL	@pdiscoveryio	Scanner	12	User-agent
2751	RLx	\Wfunction\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2752	RLx	(sql|old|bkp|bck|bckp|back|backup|archive)\.(zip|rar|7zip|bz2|gz|xz|lzma|tar|gz|tar\.gz)($|\s|\:)	UWA	12	URL
2753	RLx	\WIncludeComponent\W*\(	RCE	12	BODY
2754	RLx	\W__schema\W*\{	Other	12	BODY|ARGS
2755	RLx	\/\.\.[\;\+]	UWA	12	URL
2756	RLx	\Wscript[\s\+]+xmlns	XSS	12	BODY|URL|ARGS|HEADERS
2757	RLx	\WtoString\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2758	RLx	\Wshell_exec\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2759	RLx	\=[\s\+]*\$\{\w+[\+\-\*\/]\w+\}	RCE	12	BODY|ARGS
2760	RLx	\Wnslookup\W	RCE	12	BODY|URL|ARGS|HEADERS
2761	RLx	\|[\s\+]*([\/]*(\w|\.)+[\/]+)?(bash|perl|python|php)\W	RCE	12	BODY|URL|ARGS|HEADERS
2762	RLx	\Wgethostbyname\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2763	RLx	['"`)][\s\+]*(OR|AND|\|\||\&\&)(\s+NOT)?[\s\+\"\'\(\)]+(.{1,25})[\s\+\"\'\(\)]+([\!\<\>]?\=|\<|\>)[\s\+\"\'\(\)]+(.{1,25})	SQLi	12	BODY|URL|ARGS|User-agent
2764	WLx	\w\-\-\w	WL	0	BODY|URL|ARGS|HEADERS
2766	RL	bxss.me	Scanner	12	BODY|URL|ARGS|HEADERS
2767	RL	sysdate(	Injection	12	BODY|URL|ARGS|HEADERS
2768	RLx	\Won(waiting|pause|show|start|unload|activate|drop|submit|close|afterprint|afterscriptexecute|end|contextmenu)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2769	RLx	\Won(cuechange|deactivate|finish|fullscreenchange|hashchange|invalid|keydown|message|repeat)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2770	RLx	\Won(resize|scroll|search|seeked|seeking|timeupdate|touchend|touchmove|touchstart|volumechange)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2771	RLx	\Won(mozfullscreenchange|pagehide|pageshow|popstate|progress|readystatechange|transitioncancel|transitionrun|transitionstart|unhandledrejection)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2772	RLx	\Wonwebkitanimation(end|iteration|start|end)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2773	RLx	\Wonbefore(cut|activate|copy|deactivate|paste|print|scriptexecute|unload|bounce|canplay|canplaythrough|drag|play)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2774	RLx	\Wonpointer(down|enter|leave|move|out|over|rawupdate|up)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2775	RLx	\Wonanimation(cancel|iteration|start|end)(\s|\+)*\=	XSS	12	BODY|URL|ARGS|HEADERS
2776	RLx	\Wstrrev\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2777	RLx	(djy|qpy)l18\.com	Other	12	ARGS
2778	RLx	\Wexecute\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2779	RLx	\W(atob|btoa)\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2780	RL	Fuzz Faster	Scanner	12	User-agent
2781	RLx	\Wget(Runtime|Response|Writer|Property|InputStream)\W*\(	Other	12	BODY|Content-Type
2782	RL	.start(	Other	12	BODY|Content-Type
2783	RL	X-Scanner: Netsparker	Scanner	12	X-Scanner
2784	RLx	\Wcodepoints-to-string\W*\(	Injection	12	BODY|URL|ARGS|HEADERS
2785	RLx	\Wsubstring\W*\(	Injection	12	BODY|URL|ARGS|HEADERS
2786	RL	string-length(	Injection	12	BODY|URL|ARGS|HEADERS
2787	RLx	\Wstarts-with\W*\(	Injection	12	BODY|URL|ARGS|HEADERS
2788	RLx	\Wcontains\W*\(	Injection	8	BODY|URL|ARGS|HEADERS
2789	RL	db.collection.find(	Injection	12	BODY|URL|ARGS|HEADERS
2790	RLx	\Wmatch\W*\(	Injection	8	BODY|URL|ARGS|HEADERS
2791	RLx	\Wdocument\[('|"|`)\w+('|"|`)\]	XSS	12	BODY|URL|ARGS|HEADERS
2792	RL	knoxss.me	Scanner	12	BODY|URL|ARGS|HEADERS
2793	RLx	\Wconfirm(\.call)?\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2794	RLx	\Warray\W*\(	RCE	8	BODY|URL|ARGS|HEADERS
2795	RLx	\Warray_map\W*\(	Injection	12	BODY|URL|ARGS|HEADERS
2796	RLx	\Wbase_convert\W*\(	Injection	12	BODY|URL|ARGS|HEADERS
2797	RL	scaninfo@expanseinc.com	Scanner	12	User-agent
2798	RL	.xss.ht	Scanner	12	BODY|URL|ARGS|HEADERS
2799	RLx	\$\{\d+\W\d+\}	Injection	8	BODY|ARGS
2800	RLx	\Wload_file\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2801	RLx	\Wstart-sleep[\s\+]+\-	RCE	12	BODY|URL|ARGS|HEADERS
2802	RLx	\Wpassthru\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2803	RLx	\Wsleep\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2804	RLx	\Wtypeof\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2805	RLx	\Wisfinite\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2806	RLx	\Wsleep[\s\+]+\d	Injection	8	BODY|URL|ARGS|HEADERS
2807	RLx	\Wprompt(\.call)?\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2808	RLx	\Wsubstr\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2809	RLx	\Word\W*\(	Injection	8	BODY|URL|ARGS|HEADERS
2810	RLx	\Wmid\W*\(	SQLi	8	BODY|URL|ARGS|HEADERS
2811	RLx	\Wifnull\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2812	RLx	\Wcast\W*\(	SQLi	8	BODY|URL|ARGS|HEADERS
2813	RLx	\Wdatabase\W*\(	SQLi	8	BODY|URL|ARGS|HEADERS
2814	RL	scaninfo@paloaltonetworks.com	Scanner	12	User-agent
2815	RLx	\Wrequire\W*\(	Injection	8	BODY|URL|ARGS|HEADERS
2816	RLx	\Wendianness\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2817	RLx	\WcharCodeAt\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2818	RLx	\WfillRect\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2819	RLx	\WfromCharCode\W*\(	XSS	12	BODY|URL|ARGS|HEADERS
2820	RLx	@Grab(Config|Resolver)?\W*\(	RCE	12	BODY|URL|ARGS|HEADERS
2821	RLx	\Wr87\.(com|me)\W	Scanner	12	BODY|URL|ARGS|HEADERS
2822	RLx	\Wecho(\s|\+)+\$\(	OSCI	8	BODY|URL|ARGS|HEADERS
2823	RLx	\;\W*echo(\s|\+)+(\-\w+(\s|\+)+)?[\'\"]	OSCI	8	BODY|URL|ARGS|HEADERS
2824	RLx	(database|db|dump)\.tar(\.gz)?($|\s|\:)	UWA	12	URL
2826	RLx	\Walert\.name\W	XSS	12	BODY|URL|ARGS|HEADERS
2827	RL	.newInstance(	SQLi	12	BODY|URL|ARGS|HEADERS
2828	RL	.forName(	SQLi	12	BODY|URL|ARGS|HEADERS
2829	RLx	config\.inc(\.(bz2|gz|xz|tar(\.(bz2|gz|lzma|xz))?))?($|\s|\:)	UWA	12	URL
2830	RLx	config\.(bz2|gz|xz|tar(\.(bz2|gz|lzma|xz))?)($|\s|\:)	UWA	12	URL
2831	WL	Open BSD	WL	0	User-agent
2832	RLx	\Wdb.bz2($|\s|\:)	UWA	12	URL
2833	RL	config_db.php	UWA	12	URL
2834	RLx	\Wcat_code\W	SQLi	8	BODY|URL|ARGS|HEADERS
2835	RL	x-wvs-id	Scanner	12	HEADERS
2836	RLx	\W(un)?escape\W	XSS	6	BODY|URL|ARGS|HEADERS
2837	WLx	\$\{(ad_id|platform|campaign_id)\}	WL	0	BODY|ARGS|HEADERS
2838	RLx	\Wupdatexml\W*\(	SQLi	12	BODY|URL|ARGS|HEADERS
2839	RLx	\WvalueOf\W*(\(|\'|\"|.)	XSS	8	BODY|URL|ARGS|HEADERS
2840	RL	JSON.stringify(	XSS	8	BODY|URL|ARGS|HEADERS
2841	RLx	\Wwindow\.[a-z]	XSS	4	BODY|URL|ARGS|HEADERS
2842	RLx	\W(global|window)eventhandlers\.[a-z]	XSS	8	BODY|URL|ARGS|HEADERS
2843	RLx	\Wglobalthis\W	XSS	6	BODY|URL|ARGS|HEADERS
2844	RLx	\Wfopen\(	RCE	6	BODY|URL|ARGS|HEADERS
2845	RLx	\Wf(write|puts)\(	RCE	6	BODY|URL|ARGS|HEADERS
2846	RLx	\Wprintenv\W	OSCI	8	BODY|URL|ARGS|HEADERS
2847	WL	gpg.key	WL	0	URL
2848	RLx	\Wini_set\(	RCE	12	BODY|URL|ARGS|HEADERS
2849	RLx	\Wset_time_limit\(	RCE	12	BODY|URL|ARGS|HEADERS
2850	RLx	\Wisset\(	RCE	8	BODY|URL|ARGS|HEADERS
2851	RL	/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php	UWA	12	URL
2852	RL	.interact.sh	Scanner	12	BODY|URL|ARGS|HEADERS
2853	RL	reflect.apply(	XSS	8	BODY|URL|ARGS|HEADERS
2854	RL	promise.all(	XSS	8	BODY|URL|ARGS|HEADERS
2855	RL	.then(alert	XSS	8	BODY|URL|ARGS|HEADERS
2856	RL	/backup/	UWA	12	URL
2857	RL	0x00	Evasion	4	BODY|URL|ARGS|HEADERS
2858	RL	string.fromcodepoint(	XSS	12	BODY|URL|ARGS|HEADERS
2859	RL	.tolowercase(	XSS	8	BODY|URL|ARGS|HEADERS
2860	RL	netsystemsresearch.com	Scanner	12	User-agent
2861	RL	internet-structure-research-project-bot	Scanner	12	User-agent
